Arrival_Time,Air_conditioner,TV,Lamp,Robotic Vacuum Cleaner,flowerPot,Washing Machine,Lamp2,Smart Cooking pot,CCTV,mixer,AI Speaker,Oven
2017.7.18 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.18 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.18 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.18 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.18 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.18 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.18 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.18 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.18 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.18 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.18 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.18 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.18 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.18 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.18 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.18 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.18 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,450
2017.7.18 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,1350
2017.7.18 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,1800
2017.7.18 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,1350
2017.7.18 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,450
2017.7.18 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.19 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.19 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.19 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.19 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.19 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.19 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.19 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.19 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.19 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.19 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.19 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.19 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.19 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.19 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.19 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.19 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.19 16:00,66.5,15.3,1,6.25,22,550,1.5,16.75,15,1.4,35,180
2017.7.19 17:00,166.25,15.3,1,18.75,16.5,1650,3.75,50.25,11.25,1.4,35,180
2017.7.19 18:00,498.75,15.3,1,25,5.5,2200,11.25,67,3.75,1.4,35,180
2017.7.19 19:00,665,38.25,2.5,25,2.2,2200,15,50.25,1.5,1.4,35,180
2017.7.19 20:00,665,114.75,7.5,25,2.2,1650,15,16.75,1.5,1.4,35,180
2017.7.19 21:00,665,153,10,18.75,2.2,550,15,6.7,1.5,1.4,35,180
2017.7.19 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.19 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.20 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.20 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.20 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.20 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.20 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.20 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.20 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.20 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.20 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.20 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.20 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.20 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.20 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.20 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.20 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.20 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.20 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.20 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.20 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,450
2017.7.20 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,1350
2017.7.20 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,1800
2017.7.20 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,1350
2017.7.20 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,450
2017.7.20 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.21 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.21 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.21 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.21 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.21 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.21 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.21 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.21 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.21 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.21 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.21 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.21 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.21 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.21 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.21 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.21 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.21 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.21 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.21 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,180
2017.7.21 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,180
2017.7.21 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,180
2017.7.21 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.21 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.21 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.22 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.22 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.22 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.22 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.22 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.22 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.22 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.22 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.22 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.22 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.22 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.22 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.22 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.22 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.22 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.22 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.22 16:00,66.5,15.3,1,6.25,22,550,1.5,16.75,15,1.4,35,180
2017.7.22 17:00,166.25,15.3,1,18.75,16.5,1650,3.75,50.25,11.25,1.4,35,180
2017.7.22 18:00,498.75,15.3,1,25,5.5,2200,11.25,67,3.75,1.4,35,450
2017.7.22 19:00,665,38.25,2.5,25,2.2,2200,15,50.25,1.5,1.4,35,1350
2017.7.22 20:00,665,114.75,7.5,25,2.2,1650,15,16.75,1.5,1.4,35,1800
2017.7.22 21:00,665,153,10,18.75,2.2,550,15,6.7,1.5,1.4,35,1350
2017.7.22 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,450
2017.7.22 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.23 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.23 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.23 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.23 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.23 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.23 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.23 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.23 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.23 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.23 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.23 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.23 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.23 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.23 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.23 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.23 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.23 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.23 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.23 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,180
2017.7.23 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,180
2017.7.23 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,180
2017.7.23 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.23 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.23 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.24 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.24 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.24 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.24 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.24 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.24 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.24 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.24 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.24 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.24 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.24 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.24 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.24 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.24 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.24 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.24 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.24 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.24 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.24 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,450
2017.7.24 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,1350
2017.7.24 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,1800
2017.7.24 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,1350
2017.7.24 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,450
2017.7.24 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.25 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.25 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.25 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.25 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.25 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.25 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.25 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.25 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.25 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.25 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.25 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.25 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.25 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.25 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.25 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.25 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.25 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.25 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.25 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,180
2017.7.25 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,180
2017.7.25 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,180
2017.7.25 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.25 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.25 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.26 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.26 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.26 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.26 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.26 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.26 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.26 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.26 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.26 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.26 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.26 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.26 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.26 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.26 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.26 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.26 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.26 16:00,66.5,15.3,1,6.25,22,550,1.5,16.75,15,1.4,35,180
2017.7.26 17:00,166.25,15.3,1,18.75,16.5,1650,3.75,50.25,11.25,1.4,35,180
2017.7.26 18:00,498.75,15.3,1,25,5.5,2200,11.25,67,3.75,1.4,35,450
2017.7.26 19:00,665,38.25,2.5,25,2.2,2200,15,50.25,1.5,1.4,35,1350
2017.7.26 20:00,665,114.75,7.5,25,2.2,1650,15,16.75,1.5,1.4,35,1800
2017.7.26 21:00,665,153,10,18.75,2.2,550,15,6.7,1.5,1.4,35,1350
2017.7.26 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,450
2017.7.26 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.27 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.27 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.27 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.27 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.27 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.27 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.27 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.27 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.27 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.27 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.27 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.27 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.27 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.27 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.27 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.27 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.27 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.27 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.27 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,180
2017.7.27 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,180
2017.7.27 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,180
2017.7.27 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.27 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.27 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.28 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.28 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.28 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.28 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.28 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.28 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.28 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.28 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.28 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.28 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.28 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.28 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.28 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.28 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.28 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.28 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.28 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.28 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.28 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,450
2017.7.28 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,1350
2017.7.28 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,1800
